"owner","isinactive","created","externalid","lastmodifiedby","abbreviation","scriptid","custrecord_in_gst_hsn_code","recordid","lastmodified","name","id","custrecord_in_gst_hsn_description"
"1033","F","02/06/2024","","1033","","VAL_23858_4787343_421","998221","220","02/06/2024","998221 Financial auditing services","220","Financial auditing services"
"1033","F","02/06/2024","","1033","","VAL_23860_4787343_669","998223","222","02/06/2024","998223 Payroll services","222","Payroll services"
"1033","F","02/06/2024","","1033","","VAL_23952_4787343_322","998511","314","02/06/2024","998511 Executive or retained personnel search services","314","Executive or retained personnel search services"
"1033","F","02/06/2024","","1033","","VAL_23981_4787343_549","998549","343","02/06/2024","998549 Other packaging services nowhere else classified","343","Other packaging services nowhere else classified"
"1033","F","02/06/2024","","11","","VAL_23983_4787343_385","998552","345","05/21/2024","998552 : 5% Reservation services for accommodation, cruises and package tours","345","998552 : 5% Reservation services for accommodation, cruises and package tours"
"1033","F","02/06/2024","","1033","","VAL_24070_4787343_878","998896","432","02/06/2024","998896 Game and toy manufacturing services","432","Game and toy manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24072_4787343_134","998898","434","02/06/2024","998898 Other manufacturing services nowhere else classified","434","Other manufacturing services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24087_4787343_759","999123","449","02/06/2024","999123 Services related to foreign military aid","449","Services related to foreign military aid"
"1033","F","02/06/2024","","1033","","VAL_24089_4787343_164","999125","451","02/06/2024","999125 Civil defence services","451","Civil defence services"
"1033","F","02/06/2024","","1033","","VAL_24094_4787343_842","999131","456","02/06/2024","999131 Administrative services related to sickness, maternity or temporary disablement benefit schemes","456","Administrative services related to sickness, maternity or temporary disablement benefit schemes"
"1033","F","02/06/2024","","1033","","VAL_24003_4787343_516","998615","365","02/06/2024","998615 Support services to fishing","365","Support services to fishing"
"1033","F","02/06/2024","","1033","","VAL_24023_4787343_759","998724","385","02/06/2024","998724 Repair services of furniture","385","Repair services of furniture"
"1033","F","02/06/2024","","1033","","VAL_24047_4787343_792","998831","409","02/06/2024","998831 Wood and wood product manufacturing services","409","Wood and wood product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_23861_4787343_338","998224","223","02/06/2024","998224 Other similar services nowhere else classified","223","Other similar services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23863_4787343_214","998232","225","02/06/2024","998232 Individual tax preparation and planning services","225","Individual tax preparation and planning services"
"1033","F","02/06/2024","","1033","","VAL_23940_4787343_780","998441","302","02/06/2024","998441 News agency services to newspapers and periodicals","302","News agency services to newspapers and periodicals"
"1033","F","02/06/2024","","1033","","VAL_23942_4787343_633","998443","304","02/06/2024","998443 News agency services to audiovisual media","304","News agency services to audiovisual media"
"1033","F","02/06/2024","","1033","","VAL_24030_4787343_879","998733","392","02/06/2024","998733 Installation services of office and accounting machinery and computers","392","Installation services of office and accounting machinery and computers"
"1033","F","02/06/2024","","1033","","VAL_23853_4787343_737","998212","215","02/06/2024","998212 Legal advisory and representation services concerning other fields of law","215","Legal advisory and representation services concerning other fields of law"
"1033","F","02/06/2024","","1033","","VAL_23855_4787343_208","998214","217","02/06/2024","998214 Legal documentation and certification services concerning other documents","217","Legal documentation and certification services concerning other documents"
"1033","F","02/06/2024","","1033","","VAL_23857_4787343_192","998216","219","02/06/2024","998216 Other legal services nowhere else classified","219","Other legal services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23864_4787343_706","998240","226","02/06/2024","998240 Insolvency and receivership services","226","Insolvency and receivership services"
"1033","F","02/06/2024","","1033","","VAL_23866_4787343_732","998312","228","02/06/2024","998312 Business consulting services including public relations services","228","Business consulting services including public relations services"
"1033","F","02/06/2024","","1033","","VAL_23868_4787343_869","998314","230","02/06/2024","998314 Information technology design and development services","230","Information technology design and development services"
"1033","F","02/06/2024","","1033","","VAL_23870_4787343_581","998316","232","02/06/2024","998316 Information technology infrastructure and network management services","232","Information technology infrastructure and network management services"
"1033","F","02/06/2024","","1033","","VAL_23875_4787343_878","998324","237","02/06/2024","998324 Historical restoration architectural services","237","Historical restoration architectural services"
"1033","F","02/06/2024","","1033","","VAL_23883_4787343_371","998334","245","02/06/2024","998334 Engineering services for transportation projects","245","Engineering services for transportation projects"
"1033","F","02/06/2024","","1033","","VAL_23885_4787343_766","998336","247","02/06/2024","998336 Engineering services for telecommunications and broadcasting projects","247","Engineering services for telecommunications and broadcasting projects"
"1033","F","02/06/2024","","1033","","VAL_23887_4787343_631","998338","249","02/06/2024","998338 Engineering services for other projects nowhere else classified","249","Engineering services for other projects nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23889_4787343_875","998341","251","02/06/2024","998341 Geological and geophysical consulting services","251","Geological and geophysical consulting services"
"1033","F","02/06/2024","","1033","","VAL_23891_4787343_573","998343","253","02/06/2024","998343 Mineral exploration and evaluation","253","Mineral exploration and evaluation"
"1033","F","02/06/2024","","1033","","VAL_23893_4787343_892","998345","255","02/06/2024","998345 Weather forecasting and meteorological services","255","Weather forecasting and meteorological services"
"1033","F","02/06/2024","","1033","","VAL_23730_4787343_939","996532","92","02/06/2024","996532 Space transport services of freight","92","Space transport services of freight"
"1033","F","02/06/2024","","1033","","VAL_23732_4787343_508","996602","94","02/06/2024","996602 Rental services of water vessels including passenger vessels, freight vessels and the like with or without ope...","94","Rental services of water vessels including passenger vessels, freight vessels and the like with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23734_4787343_837","996609","96","02/06/2024","996609 Rental services of other transport vehicles nowhere else classified with or without operator","96","Rental services of other transport vehicles nowhere else classified with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23787_4787343_568","997144","149","02/06/2024","997144 Marine, aviation and other transport reinsurance services","149","Marine, aviation and other transport reinsurance services"
"1033","F","02/06/2024","","1033","","VAL_23781_4787343_441","997136","143","02/06/2024","997136 Freight insurance services and travel insurance services","143","Freight insurance services and travel insurance services"
"1033","F","02/06/2024","","1033","","VAL_23783_4787343_880","997139","145","02/06/2024","997139 Other non-life insurance services (excluding reinsurance services)","145","Other non-life insurance services (excluding reinsurance services)"
"1033","F","02/06/2024","","1033","","VAL_23785_4787343_121","997142","147","02/06/2024","997142 Accident and health reinsurance services","147","Accident and health reinsurance services"
"1033","F","02/06/2024","","1033","","VAL_23796_4787343_993","997156","158","02/06/2024","997156 Financial consultancy services","158","Financial consultancy services"
"1033","F","02/06/2024","","1033","","VAL_23797_4787343_325","997157","159","02/06/2024","997157 Foreign exchange services","159","Foreign exchange services"
"1033","F","02/06/2024","","1033","","VAL_23799_4787343_545","997159","161","02/06/2024","997159 Other services auxiliary to financial services","161","Other services auxiliary to financial services"
"1033","F","02/06/2024","","1033","","VAL_23801_4787343_996","997162","163","02/06/2024","997162 Insurance claims adjustment services","163","Insurance claims adjustment services"
"1033","F","02/06/2024","","1033","","VAL_23722_4787343_745","996429","84","02/06/2024","996429 Other long-distance transportation services of passengers nowhere else classified","84","Other long-distance transportation services of passengers nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23829_4787343_218","997327","191","02/06/2024","997327 Leasing or rental services concerning do-it-yourself machinery and equipment","191","Leasing or rental services concerning do-it-yourself machinery and equipment"
"1033","F","02/06/2024","","1033","","VAL_23831_4787343_473","997331","193","02/06/2024","997331 Licensing services for the right to use computer software and databases","193","Licensing services for the right to use computer software and databases"
"1033","F","02/06/2024","","1033","","VAL_23832_4787343_935","997332","194","02/06/2024","997332 Licensing services for the right to broadcast and show original films, sound recordings, radio and television ...","194","Licensing services for the right to broadcast and show original films, sound recordings, radio and television programme and the like"
"1033","F","02/06/2024","","1033","","VAL_23835_4787343_381","997335","197","02/06/2024","997335 Licensing services for the right to use research and development  products","197","Licensing services for the right to use research and development  products"
"1033","F","02/06/2024","","1033","","VAL_23837_4787343_770","997337","199","02/06/2024","997337 Licensing services for the right to use minerals including its exploration and evaluation","199","Licensing services for the right to use minerals including its exploration and evaluation"
"1033","F","02/06/2024","","1033","","VAL_23895_4787343_917","998347","257","02/06/2024","998347 Certification of ships, aircraft, dams, and the like","257","Certification of ships, aircraft, dams, and the like"
"1033","F","02/06/2024","","1033","","VAL_23897_4787343_525","998349","259","02/06/2024","998349 Other technical and scientific services nowhere else classified","259","Other technical and scientific services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23878_4787343_246","998327","240","02/06/2024","998327 Project site master planning services","240","Project site master planning services"
"1033","F","02/06/2024","","1033","","VAL_23880_4787343_777","998331","242","02/06/2024","998331 Engineering advisory services","242","Engineering advisory services"
"1033","F","02/06/2024","","1033","","VAL_23931_4787343_922","998422","293","02/06/2024","998422 Internet access services in wired and wireless mode","293","Internet access services in wired and wireless mode"
"1033","F","02/06/2024","","1033","","VAL_23944_4787343_825","998452","306","02/06/2024","998452 Operation services of public archives including digital archives","306","Operation services of public archives including digital archives"
"1033","F","02/06/2024","","1033","","VAL_23937_4787343_734","998433","299","02/06/2024","998433 On-line video content","299","On-line video content"
"1033","F","02/06/2024","","1033","","VAL_23939_4787343_922","998439","301","02/06/2024","998439 Other on-line contents nowhere else classified","301","Other on-line contents nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23941_4787343_350","998442","303","02/06/2024","998442 Services of independent journalists and press photographers","303","Services of independent journalists and press photographers"
"1033","F","02/06/2024","","1033","","VAL_23951_4787343_933","998466","313","02/06/2024","998466 Home programme distribution services","313","Home programme distribution services"
"1033","F","02/06/2024","","1033","","VAL_23953_4787343_366","998512","315","02/06/2024","998512 Permanent placement services, other than executive search services","315","998512 Permanent placement services, other than executive search services"
"1033","F","02/06/2024","","1033","","VAL_23713_4787343_357","996416","75","02/06/2024","996416 Sightseeing transportation services by rail, land, water and air","75","Sightseeing transportation services by rail, land, water and air"
"1033","F","02/06/2024","","1033","","VAL_23720_4787343_919","996426","82","02/06/2024","996426 Domestic/ international non-scheduled air transport services of passengers","82","Domestic/ international non-scheduled air transport services of passengers"
"1033","F","02/06/2024","","1033","","VAL_23683_4787343_651","995471","45","02/06/2024","995471 Glazing services","45","Glazing services"
"1033","F","02/06/2024","","1033","","VAL_23707_4787343_822","996339","69","02/06/2024","996339 Other food, edible preparations, alcoholic and non-alcoholic beverages serving services nowhere else classified","69","Other food, edible preparations, alcoholic and non-alcoholic beverages serving services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23899_4787343_873","998352","261","02/06/2024","998352 Veterinary services for livestock","261","Veterinary services for livestock"
"1033","F","02/06/2024","","1033","","VAL_23904_4787343_168","998364","266","02/06/2024","998364 Sale of television and radio advertising time","266","Sale of television and radio advertising time"
"1033","F","02/06/2024","","1033","","VAL_23907_4787343_450","998371","269","02/06/2024","998371 Market research services","269","Market research services"
"1033","F","02/06/2024","","1033","","VAL_23909_4787343_896","998381","271","02/06/2024","998381 Portrait photography services","271","Portrait photography services"
"1033","F","02/06/2024","","1033","","VAL_23911_4787343_976","998383","273","02/06/2024","998383 Event photography and event videography services","273","Event photography and event videography services"
"1033","F","02/06/2024","","1033","","VAL_23913_4787343_319","998385","275","02/06/2024","998385 Restoration and retouching services of photography","275","Restoration and retouching services of photography"
"1033","F","02/06/2024","","1033","","VAL_23915_4787343_628","998387","277","02/06/2024","998387 Other photography and videography and their processing services nowhere else classified","277","Other photography and videography and their processing services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23917_4787343_382","998392","279","02/06/2024","998392 Design originals","279","Design originals"
"1033","F","02/06/2024","","1033","","VAL_23919_4787343_700","998394","281","02/06/2024","998394 Original compilations of facts or information","281","Original compilations of facts or information"
"1033","F","02/06/2024","","1033","","VAL_23921_4787343_229","998396","283","02/06/2024","998396 Trademarks and franchises","283","Trademarks and franchises"
"1033","F","02/06/2024","","1033","","VAL_23987_4787343_919","998556","349","02/06/2024","998556 Tourist guide services","349","Tourist guide services"
"1033","F","02/06/2024","","1033","","VAL_23989_4787343_498","998559","351","02/06/2024","998559 Other travel arrangement and related services nowhere else classified","351","Other travel arrangement and related services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23991_4787343_695","998592","353","02/06/2024","998592 Collection agency services","353","Collection agency services"
"1033","F","02/06/2024","","1033","","VAL_23993_4787343_326","998594","355","02/06/2024","998594 Combined office administrative services","355","Combined office administrative services"
"1033","F","02/06/2024","","1033","","VAL_23998_4787343_656","998599","360","02/06/2024","998599 Other support services nowhere else classified","360","Other support services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23798_4787343_712","997158","160","02/06/2024","997158 Financial transactions processing and clearing house services","160","Financial transactions processing and clearing house services"
"1033","F","02/06/2024","","1033","","VAL_24031_4787343_653","998734","393","02/06/2024","998734 Installation services of radio, television and communications equipment and apparatus","393","Installation services of radio, television and communications equipment and apparatus"
"1033","F","02/06/2024","","1033","","VAL_24053_4787343_499","998852","415","02/06/2024","998852 Plastic product manufacturing services","415","Plastic product manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24063_4787343_700","998881","425","02/06/2024","998881 Motor vehicle and trailer manufacturing services","425","Motor vehicle and trailer manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24095_4787343_510","999132","457","02/06/2024","999132 Administrative services related to government employee pension schemes; old-age disability or survivors' benef...","457","Administrative services related to government employee pension schemes; old-age disability or survivors' benefit schemes, other than for government employees"
"1033","F","02/06/2024","","1033","","VAL_24097_4787343_561","999134","459","02/06/2024","999134 Administrative services related to family and child allowance programmes","459","Administrative services related to family and child allowance programmes"
"1033","F","02/06/2024","","1033","","VAL_24099_4787343_844","999220","461","02/06/2024","999220 Primary education services","461","Primary education services"
"1033","F","02/06/2024","","1033","","VAL_24103_4787343_973","999242","465","02/06/2024","999242 Higher education services, technical","465","Higher education services, technical"
"1033","F","02/06/2024","","1033","","VAL_23792_4787343_639","997152","154","02/06/2024","997152 Brokerage and related securities and commodities services including commodity exchange services","154","Brokerage and related securities and commodities services including commodity exchange services"
"1033","F","02/06/2024","","1033","","VAL_23803_4787343_920","997164","165","02/06/2024","997164 Pension fund management services","165","Pension fund management services"
"1033","F","02/06/2024","","1033","","VAL_23805_4787343_121","997171","167","02/06/2024","997171 Services of holding equity of subsidiary companies","167","Services of holding equity of subsidiary companies"
"1033","F","02/06/2024","","1033","","VAL_23877_4787343_618","998326","239","02/06/2024","998326 Rural land planning services","239","Rural land planning services"
"1033","F","02/06/2024","","1033","","VAL_23879_4787343_266","998328","241","02/06/2024","998328 Landscape architectural services and advisory services","241","Landscape architectural services and advisory services"
"1033","F","02/06/2024","","1033","","VAL_23896_4787343_287","998348","258","02/06/2024","998348 Certification and authentication of works of art","258","Certification and authentication of works of art"
"1033","F","02/06/2024","","1033","","VAL_23898_4787343_569","998351","260","02/06/2024","998351 Veterinary services for pet animals","260","Veterinary services for pet animals"
"1033","F","02/06/2024","","1033","","VAL_23956_4787343_267","998515","318","02/06/2024","998515 Long-term staffing (pay rolling) services","318","Long-term staffing (pay rolling) services"
"1033","F","02/06/2024","","1033","","VAL_23960_4787343_438","998521","322","02/06/2024","998521 Investigation services","322","Investigation services"
"1033","F","02/06/2024","","1033","","VAL_23962_4787343_943","998523","324","02/06/2024","998523 Security systems services","324","Security systems services"
"1033","F","02/06/2024","","1033","","VAL_23964_4787343_131","998525","326","02/06/2024","998525 Guard services","326","Guard services"
"1033","F","02/06/2024","","1033","","VAL_23967_4787343_649","998528","329","02/06/2024","998528 Fingerprinting services","329","Fingerprinting services"
"1033","F","02/06/2024","","1033","","VAL_23969_4787343_282","998531","331","02/06/2024","998531 Disinfecting and exterminating services","331","Disinfecting and exterminating services"
"1033","F","02/06/2024","","1033","","VAL_23830_4787343_901","997329","192","02/06/2024","997329 Leasing or rental services concerning other goods","192","Leasing or rental services concerning other goods"
"1033","F","02/06/2024","","1033","","VAL_23971_4787343_590","998533","333","02/06/2024","998533 General cleaning services","333","General cleaning services"
"1033","F","02/06/2024","","1033","","VAL_23833_4787343_233","997333","195","02/06/2024","997333 Licensing services for the right to reproduce original art works","195","Licensing services for the right to reproduce original art works"
"1033","F","02/06/2024","","1033","","VAL_23838_4787343_485","997338","200","02/06/2024","997338 Licensing services for right to use other natural resources including telecommunication spectrum","200","Licensing services for right to use other natural resources including telecommunication spectrum"
"1033","F","02/06/2024","","1033","","VAL_23840_4787343_468","998111","202","02/06/2024","998111 Research and experimental development services in natural sciences","202","Research and experimental development services in natural sciences"
"1033","F","02/06/2024","","1033","","VAL_23848_4787343_644","998142","210","02/06/2024","998142 Research and development originals in agriculture","210","Research and development originals in agriculture"
"1033","F","02/06/2024","","1033","","VAL_23955_4787343_946","998514","317","02/06/2024","998514 Temporary staffing services","317","Temporary staffing services"
"1033","F","02/06/2024","","1033","","VAL_23737_4787343_549","996713","99","02/06/2024","996713 Clearing and forwarding services","99","Clearing and forwarding services"
"1033","F","02/06/2024","","1033","","VAL_23739_4787343_136","996721","101","02/06/2024","996721 Refrigerated storage services","101","Refrigerated storage services"
"1033","F","02/06/2024","","1033","","VAL_23741_4787343_529","996729","103","02/06/2024","996729 Other storage and warehousing services","103","Other storage and warehousing services"
"1033","F","02/06/2024","","1033","","VAL_23743_4787343_803","996739","105","02/06/2024","996739 Other supporting services for railway transport nowhere else classified","105","Other supporting services for railway transport nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23745_4787343_482","996742","107","02/06/2024","996742 Operation services of national highways, state highways, expressways, roads and streets; bridges and tunnel op...","107","Operation services of national highways, state highways, expressways, roads and streets; bridges and tunnel operation services"
"1033","F","02/06/2024","","1033","","VAL_23747_4787343_289","996744","109","02/06/2024","996744 Towing services for commercial and private vehicles","109","Towing services for commercial and private vehicles"
"1033","F","02/06/2024","","1033","","VAL_23714_4787343_801","996419","76","02/06/2024","996419 Other local transportation services of passengers nowhere else classified","76","Other local transportation services of passengers nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23716_4787343_721","996422","78","02/06/2024","996422 Long-distance transport services of passengers through road by bus, car, non-scheduled long distance bus and c...","78","Long-distance transport services of passengers through road by bus, car, non-scheduled long distance bus and coach services, stage carriage and the like"
"1033","F","02/06/2024","","1033","","VAL_23721_4787343_952","996427","83","02/06/2024","996427 Space transport services of passengers","83","Space transport services of passengers"
"1033","F","02/06/2024","","1033","","VAL_23688_4787343_462","995476","50","02/06/2024","995476 Joinery and carpentry services","50","Joinery and carpentry services"
"1033","F","02/06/2024","","1033","","VAL_23692_4787343_516","996111","54","02/06/2024","996111 Services provided for a fee or commission or on contract basis on wholesale trade","54","Services provided for a fee or commission or on contract basis on wholesale trade"
"1033","F","02/06/2024","","1033","","VAL_23694_4787343_905","996311","56","02/06/2024","996311 Room or unit accommodation services provided by Hotels, Inn, Guest House, Club and the like","56","Room or unit accommodation services provided by Hotels, Inn, Guest House, Club and the like"
"1033","F","02/06/2024","","1033","","VAL_23994_4787343_759","998595","356","02/06/2024","998595 Specialised office support services such as duplicating services, mailing services, document preparation and t...","356","Specialised office support services such as duplicating services, mailing services, document preparation and the like"
"1033","F","02/06/2024","","1033","","VAL_23996_4787343_569","998597","358","02/06/2024","998597 Landscape care and maintenance services","358","Landscape care and maintenance services"
"1033","F","02/06/2024","","1033","","VAL_24000_4787343_136","998612","362","02/06/2024","998612 Animal husbandry services","362","Animal husbandry services"
"1033","F","02/06/2024","","1033","","VAL_24002_4787343_907","998614","364","02/06/2024","998614 Support services to forestry and logging","364","Support services to forestry and logging"
"1033","F","02/06/2024","","1033","","VAL_24004_4787343_894","998619","366","02/06/2024","998619 Other support services to agriculture, hunting, forestry and fishing","366","Other support services to agriculture, hunting, forestry and fishing"
"1033","F","02/06/2024","","1033","","VAL_24006_4787343_985","998622","368","02/06/2024","998622 Support services to other mining nowhere else classified","368","Support services to other mining nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_24008_4787343_548","998632","370","02/06/2024","998632 Support services to gas distribution","370","Support services to gas distribution"
"1033","F","02/06/2024","","1033","","VAL_24075_4787343_806","998920","437","02/06/2024","998920 Moulding, pressing, stamping, extruding and similar plastic manufacturing services","437","Moulding, pressing, stamping, extruding and similar plastic manufacturing services"
"1033","F","02/06/2024","","1033","","VAL_24077_4787343_454","998932","439","02/06/2024","998932 Non-ferrous metal casting services","439","Non-ferrous metal casting services"
"1033","F","02/06/2024","","1033","","VAL_24198_4787343_132","999792","560","02/06/2024","999792 Agreeing to do an act","560","Agreeing to do an act"
"1033","F","02/06/2024","","1033","","VAL_23696_4787343_839","996313","58","02/06/2024","996313 Recreational and vacation camp services","58","Recreational and vacation camp services"
"1033","F","02/06/2024","","1033","","VAL_23698_4787343_212","996322","60","02/06/2024","996322 Room or unit accommodation services provided by Hostels, Camps, Paying Guest and the like","60","Room or unit accommodation services provided by Hostels, Camps, Paying Guest and the like"
"1033","F","02/06/2024","","1033","","VAL_23723_4787343_334","996511","85","02/06/2024","996511 Road transport services of Goods including letters, parcels, live animals, household and office furniture, con...","85","Road transport services of Goods including letters, parcels, live animals, household and office furniture, containers and the like by refrigerator vehicles, trucks, trailers, man or animal drawn vehicles or any other vehicles"
"1033","F","02/06/2024","","1033","","VAL_23729_4787343_441","996531","91","02/06/2024","996531 Air transport services of letters and parcels and other goods","91","Air transport services of letters and parcels and other goods"
"1033","F","02/06/2024","","1033","","VAL_23790_4787343_992","997149","152","02/06/2024","997149 Other non-life reinsurance services","152","Other non-life reinsurance services"
"1033","F","02/06/2024","","1033","","VAL_23815_4787343_488","997224","177","02/06/2024","997224 Real estate appraisal services on a fee or commission basis or on contract basis","177","Real estate appraisal services on a fee or commission basis or on contract basis"
"1033","F","02/06/2024","","1033","","VAL_23817_4787343_847","997312","179","02/06/2024","997312 Leasing or rental services concerning agricultural machinery and equipment with or without operator","179","Leasing or rental services concerning agricultural machinery and equipment with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23819_4787343_776","997314","181","02/06/2024","997314 Leasing or rental services concerning office machinery and equipment (except computers) with or without operator","181","Leasing or rental services concerning office machinery and equipment (except computers) with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23946_4787343_928","998461","308","02/06/2024","998461 Radio broadcast originals","308","Radio broadcast originals"
"1033","F","02/06/2024","","1033","","VAL_23954_4787343_475","998513","316","02/06/2024","998513 Contract staffing services","316","Contract staffing services"
"1033","F","02/06/2024","","1033","","VAL_23957_4787343_367","998516","319","02/06/2024","998516 Temporary staffing-to-permanent placement services","319","Temporary staffing-to-permanent placement services"
"1033","F","02/06/2024","","1033","","VAL_23959_4787343_527","998519","321","02/06/2024","998519 Other employment and labour supply services nowhere else classified","321","Other employment and labour supply services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23961_4787343_542","998522","323","02/06/2024","998522 Security consulting services","323","Security consulting services"
"1033","F","02/06/2024","","1033","","VAL_23988_4787343_729","998557","350","02/06/2024","998557 Tourism promotion and visitor information services","350","Tourism promotion and visitor information services"
"1033","F","02/06/2024","","1033","","VAL_23881_4787343_183","998332","243","02/06/2024","998332 Engineering services for building projects","243","Engineering services for building projects"
"1033","F","02/06/2024","","1033","","VAL_24113_4787343_478","999311","475","02/06/2024","999311 Inpatient services","475","Inpatient services"
"1033","F","02/06/2024","","1033","","VAL_24115_4787343_151","999313","477","02/06/2024","999313 Childbirth and related services","477","Childbirth and related services"
"1033","F","02/06/2024","","1033","","VAL_24117_4787343_152","999315","479","02/06/2024","999315 Ambulance services","479","Ambulance services"
"1033","F","02/06/2024","","1033","","VAL_24137_4787343_362","999423","499","02/06/2024","999423 General waste collection services, residential","499","General waste collection services, residential"
"1033","F","02/06/2024","","1033","","VAL_24158_4787343_143","999597","520","02/06/2024","999597 Other civic and social organisations","520","Other civic and social organisations"
"1033","F","02/06/2024","","1033","","VAL_24164_4787343_724","999614","526","02/06/2024","999614 Motion picture, videotape and television programme distribution services","526","Motion picture, videotape and television programme distribution services"
"1033","F","02/06/2024","","1033","","VAL_24179_4787343_361","999662","541","02/06/2024","999662 Support services related to sports and recreation","541","Support services related to sports and recreation"
"1033","F","02/06/2024","","1033","","VAL_23725_4787343_423","996513","87","02/06/2024","996513 Transport services of petroleum and natural gas, water, sewerage and other goods via pipeline","87","Transport services of petroleum and natural gas, water, sewerage and other goods via pipeline"
"1033","F","02/06/2024","","1033","","VAL_23727_4787343_756","996521","89","02/06/2024","996521 Coastal and transoceanic (overseas) water transport services of goods by refrigerator vessels, tankers, bulk c...","89","Coastal and transoceanic (overseas) water transport services of goods by refrigerator vessels, tankers, bulk cargo vessels, container ships and the like"
"1033","F","02/06/2024","","1033","","VAL_23752_4787343_836","996759","114","02/06/2024","996759 Other supporting services for water transport nowhere else classified","114","Other supporting services for water transport nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23758_4787343_711","996792","120","02/06/2024","996792 Goods transport agency services for other modes of transport","120","Goods transport agency services for other modes of transport"
"1033","F","02/06/2024","","1033","","VAL_23760_4787343_306","996799","122","02/06/2024","996799 Other supporting transport services nowhere else classified","122","Other supporting transport services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23762_4787343_866","996812","124","02/06/2024","996812 Courier services","124","Courier services"
"1033","F","02/06/2024","","1033","","VAL_23764_4787343_110","996819","126","02/06/2024","996819 Other Delivery Services nowhere else classified","126","Other Delivery Services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23766_4787343_248","996912","128","02/06/2024","996912 Electricity distribution services","128","Electricity distribution services"
"1033","F","02/06/2024","","1033","","VAL_23867_4787343_571","998313","229","02/06/2024","998313 Information technology consulting and support services","229","Information technology consulting and support services"
"1033","F","02/06/2024","","1033","","VAL_23869_4787343_343","998315","231","02/06/2024","998315 Hosting and information technology infrastructure provisioning services","231","Hosting and information technology infrastructure provisioning services"
"1033","F","02/06/2024","","1033","","VAL_23871_4787343_573","998319","233","02/06/2024","998319 Other information technology services nowhere else classified","233","Other information technology services nowhere else classified"
"1033","F","02/06/2024","","1033","","VAL_23731_4787343_651","996601","93","02/06/2024","996601 Rental services of road vehicles including buses, coaches, cars, trucks and other motor vehicles, with or with...","93","Rental services of road vehicles including buses, coaches, cars, trucks and other motor vehicles, with or without operator"
"1033","F","02/06/2024","","1033","","VAL_23768_4787343_835","996921","130","02/06/2024","996921 Water distribution services","130","Water distribution services"
"1033","F","02/06/2024","","1033","","VAL_23770_4787343_331","996929","132","02/06/2024","996929 Other similar services","132","Other similar services"
"1033","F","02/06/2024","","1033","","VAL_23772_4787343_795","997112","134","02/06/2024","997112 Deposit services","134","Deposit services"
"1033","F","02/06/2024","","1033","","VAL_23700_4787343_727","996331","62","02/06/2024","996331 Services provided by restaurants, cafes and similar eating facilities including takeaway services, room servic...","62","Services provided by restaurants, cafes and similar eating facilities including takeaway services, room services and door delivery of food"
"1033","F","02/06/2024","","1033","","VAL_23702_4787343_554","996333","64","02/06/2024","996333 Services provided in canteen and other similar establishments","64","Services provided in canteen and other similar establishments"
"1033","F","02/06/2024","","1033","","VAL_23704_4787343_515","996335","66","02/06/2024","996335 Catering services in trains, flights and the like","66","Catering services in trains, flights and the like"
"1033","F","02/06/2024","","1033","","VAL_23706_4787343_250","996337","68","02/06/2024","996337 Other contract food services","68","Other contract food services"
"1033","F","02/06/2024","","1033","","VAL_23710_4787343_715","996413","72","02/06/2024","996413 Non-scheduled local bus and coach charter services","72","Non-scheduled local bus and coach charter services"
"1033","F","02/06/2024","","1033","","VAL_23712_4787343_428","996415","74","02/06/2024","996415 Local water transport services of passengers by ferries, cruises and the like","74","Local water transport services of passengers by ferries, cruises and the like"
"1033","F","02/06/2024","","1033","","VAL_23676_4787343_354","995462","38","02/06/2024","995462 Water plumbing and drain laying services","38","Water plumbing and drain laying services"
"1033","F","02/06/2024","","1033","","VAL_23678_4787343_392","995464","40","02/06/2024","995464 Gas fitting installation services","40","Gas fitting installation services"
